Year,Quintile,Income,Race,Dollar
2013,Middle fifth,65060,All Races,2022
2013,Fourth fifth,104300,All Races,2022
2013,Highest fifth,232200,All Races,2022
2013,Top 5 percent,402850,All Races,2022
2012,Lowest fifth,14270,All Races,2022
2012,Second fifth,36870,All Races,2022
2012,Middle fifth,63550,All Races,2022
2012,Fourth fifth,101900,All Races,2022
2012,Highest fifth,225900,All Races,2022
2012,Top 5 percent,394900,All Races,2022
2011,Lowest fifth,14220,All Races,2022
2011,Second fifth,36960,All Races,2022
2011,Middle fifth,63080,All Races,2022
2011,Fourth fifth,101400,All Races,2022
2011,Highest fifth,225300,All Races,2022
2011,Top 5 percent,394200,All Races,2022
2010,Lowest fifth,14350,All Races,2022
2010,Second fifth,37230,All Races,2022
2010,Middle fifth,64160,All Races,2022
2010,Fourth fifth,102900,All Races,2022
2010,Highest fifth,221000,All Races,2022
2010,Top 5 percent,374800,All Races,2022
2009,Lowest fifth,15280,All Races,2022
2009,Second fifth,38700,All Races,2022
2009,Middle fifth,65530,All Races,2022
2009,Fourth fifth,104100,All Races,2022
2009,Highest fifth,226000,All Races,2022
2009,Top 5 percent,390800,All Races,2022
2008,Lowest fifth,15360,All Races,2022
2008,Second fifth,38890,All Races,2022
2008,Middle fifth,66050,All Races,2022
2008,Fourth fifth,105100,All Races,2022
2008,Highest fifth,225400,All Races,2022
2008,Top 5 percent,388300,All Races,2022
2007,Lowest fifth,15780,All Races,2022
2007,Second fifth,40210,All Races,2022
2007,Middle fifth,68250,All Races,2022
2007,Fourth fifth,108100,All Races,2022
2007,Highest fifth,229400,All Races,2022
2007,Top 5 percent,392300,All Races,2022
2006,Lowest fifth,15900,All Races,2022
2006,Second fifth,40310,All Races,2022
2006,Middle fifth,67550,All Races,2022
2006,Fourth fifth,106900,All Races,2022
2006,Highest fifth,235600,All Races,2022
2006,Top 5 percent,416600,All Races,2022
2005,Lowest fifth,15360,All Races,2022
2005,Second fifth,39440,All Races,2022
2005,Middle fifth,66740,All Races,2022
2005,Fourth fifth,105000,All Races,2022
2005,Highest fifth,230000,All Races,2022
2005,Top 5 percent,405300,All Races,2022
2004,Lowest fifth,15190,All Races,2022
2004,Second fifth,38880,All Races,2022
2004,Middle fifth,65870,All Races,2022
2004,Fourth fifth,103900,All Races,2022
2004,Highest fifth,224600,All Races,2022
2004,Top 5 percent,391400,All Races,2022
2003,Lowest fifth,15200,All Races,2022
2003,Second fifth,39040,All Races,2022
2003,Middle fifth,66270,All Races,2022
2003,Fourth fifth,104900,All Races,2022
2003,Highest fifth,223600,All Races,2022
2003,Top 5 percent,385000,All Races,2022
2002,Lowest fifth,15510,All Races,2022
2002,Second fifth,39420,All Races,2022
2002,Middle fifth,66430,All Races,2022
2002,Fourth fifth,104500,All Races,2022
2002,Highest fifth,223100,All Races,2022
2002,Top 5 percent,389600,All Races,2022
2001,Lowest fifth,15930,All Races,2022
2001,Second fifth,40020,All Races,2022
2001,Middle fifth,66990,All Races,2022
2001,Fourth fifth,105000,All Races,2022
2001,Highest fifth,229400,All Races,2022
2001,Top 5 percent,409300,All Races,2022
2000,Lowest fifth,16320,All Races,2022
2000,Second fifth,40750,All Races,2022
2000,Middle fifth,67860,All Races,2022
2000,Fourth fifth,105500,All Races,2022
2000,Highest fifth,228600,All Races,2022
2000,Top 5 percent,405600,All Races,2022
1999,Lowest fifth,16480,All Races,2022
1999,Second fifth,40470,All Races,2022
1999,Middle fifth,67740,All Races,2022
1999,Fourth fifth,105400,All Races,2022
1999,Highest fifth,224800,All Races,2022
1999,Top 5 percent,390800,All Races,2022
1998,Lowest fifth,15650,All Races,2022
1998,Second fifth,39510,All Races,2022
1998,Middle fifth,66120,All Races,2022
1998,Fourth fifth,102300,All Races,2022
1998,Highest fifth,216400,All Races,2022
1998,Top 5 percent,377100,All Races,2022
1997,Lowest fifth,15200,All Races,2022
1997,Second fifth,38010,All Races,2022
1997,Middle fifth,63940,All Races,2022
1997,Fourth fifth,99030,All Races,2022
1997,Highest fifth,211100,All Races,2022
1997,Top 5 percent,370500,All Races,2022
1996,Lowest fifth,15100,All Races,2022
1996,Second fifth,37060,All Races,2022
1996,Middle fifth,62340,All Races,2022
1996,Fourth fifth,96480,All Races,2022
1996,Highest fifth,202900,All Races,2022
1996,Top 5 percent,353500,All Races,2022
1995,Lowest fifth,15050,All Races,2022
1995,Second fifth,36780,All Races,2022
1995,Middle fifth,61500,All Races,2022
1995,Fourth fifth,94530,All Races,2022
1995,Highest fifth,197300,All Races,2022
1995,Top 5 percent,340500,All Races,2022
1994,Lowest fifth,14240,All Races,2022
1994,Second fifth,35480,All Races,2022
1994,Middle fifth,59770,All Races,2022
1994,Fourth fifth,93020,All Races,2022
1994,Highest fifth,195500,All Races,2022
1994,Top 5 percent,337800,All Races,2022
1993,Lowest fifth,13880,All Races,2022
1993,Second fifth,35190,All Races,2022
1993,Middle fifth,58980,All Races,2022
1993,Fourth fifth,91660,All Races,2022
1993,Highest fifth,191000,All Races,2022
1993,Top 5 percent,327800,All Races,2022
1992,Lowest fifth,14020,All Races,2022
1992,Second fifth,35140,All Races,2022
1992,Middle fifth,59200,All Races,2022
1992,Fourth fifth,90880,All Races,2022
1992,Highest fifth,176100,All Races,2022
1992,Top 5 percent,279500,All Races,2022
1991,Lowest fifth,14320,All Races,2022
1991,Second fifth,35970,All Races,2022
1991,Middle fifth,59750,All Races,2022
1991,Fourth fifth,91080,All Races,2022
1991,Highest fifth,174700,All Races,2022
1991,Top 5 percent,272600,All Races,2022
1990,Lowest fifth,14720,All Races,2022
1990,Second fifth,37030,All Races,2022
1990,Middle fifth,61170,All Races,2022
1990,Fourth fifth,92220,All Races,2022
1990,Highest fifth,179000,All Races,2022
1990,Top 5 percent,285000,All Races,2022
1989,Lowest fifth,15060,All Races,2022
1989,Second fifth,37480,All Races,2022
1989,Middle fifth,62300,All Races,2022
1989,Fourth fifth,94230,All Races,2022
1989,Highest fifth,184200,All Races,2022
1989,Top 5 percent,297600,All Races,2022
1988,Lowest fifth,14540,All Races,2022
1988,Second fifth,36690,All Races,2022
1988,Middle fifth,61360,All Races,2022
1988,Fourth fifth,92750,All Races,2022
1988,Highest fifth,177100,All Races,2022
1988,Top 5 percent,279300,All Races,2022
1987,Lowest fifth,14300,All Races,2022
1987,Second fifth,36330,All Races,2022
1987,Middle fifth,60750,All Races,2022
1987,Fourth fifth,91820,All Races,2022
1987,Highest fifth,174600,All Races,2022
1987,Top 5 percent,275100,All Races,2022
1986,Lowest fifth,13920,All Races,2022
1986,Second fifth,35800,All Races,2022
1986,Middle fifth,59910,All Races,2022
1986,Fourth fifth,90250,All Races,2022
1986,Highest fifth,170800,All Races,2022
1986,Top 5 percent,267600,All Races,2022
1985,Lowest fifth,13750,All Races,2022
1985,Second fifth,34860,All Races,2022
1985,Middle fifth,57860,All Races,2022
1985,Fourth fifth,87030,All Races,2022
1985,Highest fifth,162600,All Races,2022
1985,Top 5 percent,250800,All Races,2022
1984,Lowest fifth,13770,All Races,2022
1984,Second fifth,34300,All Races,2022
1984,Middle fifth,56840,All Races,2022
1984,Fourth fifth,85580,All Races,2022
1984,Highest fifth,157400,All Races,2022
1984,Top 5 percent,237600,All Races,2022
1983,Lowest fifth,13340,All Races,2022
1983,Second fifth,33500,All Races,2022
1983,Middle fifth,55390,All Races,2022
1983,Fourth fifth,83120,All Races,2022
1983,Highest fifth,152600,All Races,2022
1983,Top 5 percent,230600,All Races,2022
1982,Lowest fifth,13170,All Races,2022
1982,Second fifth,33330,All Races,2022
1982,Middle fifth,55180,All Races,2022
1982,Fourth fifth,82060,All Races,2022
1982,Highest fifth,150500,All Races,2022
1982,Top 5 percent,227400,All Races,2022
1981,Lowest fifth,13420,All Races,2022
1981,Second fifth,33430,All Races,2022
1981,Middle fifth,55390,All Races,2022
1981,Fourth fifth,82560,All Races,2022
1981,Highest fifth,147500,All Races,2022
1981,Top 5 percent,219100,All Races,2022
1980,Lowest fifth,13770,All Races,2022
1980,Second fifth,34270,All Races,2022
1980,Middle fifth,56550,All Races,2022
1980,Fourth fifth,83320,All Races,2022
1980,Highest fifth,148600,All Races,2022
1980,Top 5 percent,222000,All Races,2022
1979,Lowest fifth,14210,All Races,2022
1979,Second fifth,35350,All Races,2022
1979,Middle fifth,58280,All Races,2022
1979,Fourth fifth,85530,All Races,2022
1979,Highest fifth,153500,All Races,2022
1979,Top 5 percent,234100,All Races,2022
1978,Lowest fifth,14310,All Races,2022
1978,Second fifth,35150,All Races,2022
1978,Middle fifth,58040,All Races,2022
1978,Fourth fifth,85020,All Races,2022
1978,Highest fifth,151800,All Races,2022
1978,Top 5 percent,231000,All Races,2022
1977,Lowest fifth,13840,All Races,2022
1977,Second fifth,34060,All Races,2022
1977,Middle fifth,56340,All Races,2022
1977,Fourth fifth,82560,All Races,2022
1977,Highest fifth,147200,All Races,2022
1977,Top 5 percent,225200,All Races,2022
1976,Lowest fifth,13930,All Races,2022
1976,Second fifth,34090,All Races,2022
1976,Middle fifth,56070,All Races,2022
1976,Fourth fifth,81420,All Races,2022
1976,Highest fifth,144100,All Races,2022
1976,Top 5 percent,219600,All Races,2022
1975,Lowest fifth,13580,All Races,2022
1975,Second fifth,33370,All Races,2022
1975,Middle fifth,54750,All Races,2022
1975,Fourth fifth,79550,All Races,2022
1975,Highest fifth,140500,All Races,2022
1975,Top 5 percent,213100,All Races,2022
1974,Lowest fifth,14080,All Races,2022
1974,Second fifth,34990,All Races,2022
1974,Middle fifth,56390,All Races,2022
1974,Fourth fifth,81440,All Races,2022
1974,Highest fifth,144300,All Races,2022
1974,Top 5 percent,219300,All Races,2022
1973,Lowest fifth,14110,All Races,2022
1973,Second fifth,35470,All Races,2022
1973,Middle fifth,58180,All Races,2022
1973,Fourth fifth,83700,All Races,2022
1973,Highest fifth,149700,All Races,2022
1973,Top 5 percent,230700,All Races,2022
1972,Lowest fifth,13460,All Races,2022
1972,Second fifth,34770,All Races,2022
1972,Middle fifth,56740,All Races,2022
1972,Fourth fifth,81460,All Races,2022
1972,Highest fifth,146200,All Races,2022
1972,Top 5 percent,226700,All Races,2022
1971,Lowest fifth,12750,All Races,2022
1971,Second fifth,33690,All Races,2022
1971,Middle fifth,54620,All Races,2022
1971,Fourth fifth,77650,All Races,2022
1971,Highest fifth,137600,All Races,2022
1971,Top 5 percent,211000,All Races,2022
1970,Lowest fifth,12660,All Races,2022
1970,Second fifth,34280,All Races,2022
1970,Middle fifth,55200,All Races,2022
1970,Fourth fifth,77810,All Races,2022
1970,Highest fifth,137700,All Races,2022
1970,Top 5 percent,211400,All Races,2022
1969,Lowest fifth,12870,All Races,2022
1969,Second fifth,34750,All Races,2022
1969,Middle fifth,55530,All Races,2022
1969,Fourth fifth,77790,All Races,2022
1969,Highest fifth,136700,All Races,2022
1969,Top 5 percent,210400,All Races,2022
1968,Lowest fifth,12540,All Races,2022
1968,Second fifth,33630,All Races,2022
1968,Middle fifth,53340,All Races,2022
1968,Fourth fifth,74400,All Races,2022
1968,Highest fifth,129300,All Races,2022
1968,Top 5 percent,197700,All Races,2022
1967,Lowest fifth,11550,All Races,2022
1967,Second fifth,32010,All Races,2022
1967,Middle fifth,51100,All Races,2022
1967,Fourth fifth,71500,All Races,2022
1967,Highest fifth,128700,All Races,2022
1967,Top 5 percent,203000,All Races,2022
2022,Lowest fifth,17510,White,2022
2022,Second fifth,46200,White,2022
2022,Middle fifth,77850,White,2022
2022,Fourth fifth,123200,White,2022
2022,Highest fifth,281600,White,2022
2022,Top 5 percent,507800,White,2022
2021,Lowest fifth,17720,White,2022
2021,Second fifth,47110,White,2022
2021,Middle fifth,80240,White,2022
2021,Fourth fifth,128600,White,2022
2021,Highest fifth,296700,White,2022
2021,Top 5 percent,528200,White,2022
2020,Lowest fifth,18410,White,2022
2020,Second fifth,47740,White,2022
2020,Middle fifth,80710,White,2022
2020,Fourth fifth,128500,White,2022
2020,Highest fifth,291100,White,2022
2020,Top 5 percent,510800,White,2022
2019,Lowest fifth,19400,White,2022
2019,Second fifth,49580,White,2022
2019,Middle fifth,82540,White,2022
2019,Fourth fifth,131100,White,2022
2019,Highest fifth,296800,White,2022
2019,Top 5 percent,525800,White,2022
2018,Lowest fifth,18010,White,2022
2018,Second fifth,46460,White,2022
2018,Middle fifth,77610,White,2022
2018,Fourth fifth,121900,White,2022
2018,Highest fifth,279000,White,2022
2018,Top 5 percent,498800,White,2022
2017,Lowest fifth,18010,White,2022
2017,Second fifth,46460,White,2022
2017,Middle fifth,77610,White,2022
2017,Fourth fifth,121900,White,2022
2017,Highest fifth,279000,White,2022
2017,Top 5 percent,498800,White,2022
2016,Lowest fifth,17390,White,2022
2016,Second fifth,44350,White,2022
2016,Middle fifth,74700,White,2022
2016,Fourth fifth,118600,White,2022
2016,Highest fifth,263000,White,2022
2016,Top 5 percent,459600,White,2022
2015,Lowest fifth,17050,White,2022
2015,Second fifth,42390,White,2022
2015,Middle fifth,72690,White,2022
2015,Fourth fifth,115800,White,2022
2015,Highest fifth,249800,White,2022
2015,Top 5 percent,430800,White,2022
2014,Lowest fifth,15750,White,2022
2014,Second fifth,40360,White,2022
2014,Middle fifth,69110,White,2022
2014,Fourth fifth,110400,White,2022
2014,Highest fifth,241500,White,2022
2014,Top 5 percent,413400,White,2022
2013,Lowest fifth,15915,White,2022
2013,Second fifth,40380,White,2022
2013,Middle fifth,68825,White,2022
2013,Fourth fifth,108300,White,2022
2013,Highest fifth,237900,White,2022
2013,Top 5 percent,410600,White,2022
2012,Lowest fifth,16040,White,2022
2012,Second fifth,39600,White,2022
2012,Middle fifth,67130,White,2022
2012,Fourth fifth,106000,White,2022
2012,Highest fifth,233200,White,2022
2012,Top 5 percent,409300,White,2022
2011,Lowest fifth,16060,White,2022
2011,Second fifth,39840,White,2022
2011,Middle fifth,66630,White,2022
2011,Fourth fifth,105600,White,2022
2011,Highest fifth,232700,White,2022
2011,Top 5 percent,407100,White,2022
2010,Lowest fifth,16170,White,2022
2010,Second fifth,40070,White,2022
2010,Middle fifth,67740,White,2022
2010,Fourth fifth,107200,White,2022
2010,Highest fifth,228300,White,2022
2010,Top 5 percent,388500,White,2022
2009,Lowest fifth,17030,White,2022
2009,Second fifth,41390,White,2022
2009,Middle fifth,68940,White,2022
2009,Fourth fifth,108100,White,2022
2009,Highest fifth,231200,White,2022
2009,Top 5 percent,397500,White,2022
2008,Lowest fifth,16970,White,2022
2008,Second fifth,41400,White,2022
2008,Middle fifth,69630,White,2022
2008,Fourth fifth,109100,White,2022
2008,Highest fifth,231900,White,2022
2008,Top 5 percent,400200,White,2022
2007,Lowest fifth,17520,White,2022
2007,Second fifth,42850,White,2022
2007,Middle fifth,71620,White,2022
2007,Fourth fifth,112100,White,2022
2007,Highest fifth,236200,White,2022
2007,Top 5 percent,404200,White,2022
2006,Lowest fifth,17660,White,2022
2006,Second fifth,42960,White,2022
2006,Middle fifth,70870,White,2022
2006,Fourth fifth,111000,White,2022
2006,Highest fifth,241600,White,2022
2006,Top 5 percent,426800,White,2022
2005,Lowest fifth,17130,White,2022
2005,Second fifth,42110,White,2022
2005,Middle fifth,70040,White,2022
2005,Fourth fifth,108800,White,2022
2005,Highest fifth,237400,White,2022
2005,Top 5 percent,420100,White,2022
2004,Lowest fifth,16810,White,2022
2004,Second fifth,41280,White,2022
2004,Middle fifth,69200,White,2022
2004,Fourth fifth,107800,White,2022
2004,Highest fifth,231400,White,2022
2004,Top 5 percent,403900,White,2022
2003,Lowest fifth,16870,White,2022
2003,Second fifth,41600,White,2022
2003,Middle fifth,69460,White,2022
2003,Fourth fifth,108800,White,2022
2003,Highest fifth,231400,White,2022
2003,Top 5 percent,401400,White,2022
2002,Lowest fifth,17110,White,2022
2002,Second fifth,41920,White,2022
2002,Middle fifth,69950,White,2022
2002,Fourth fifth,108400,White,2022
2002,Highest fifth,229500,White,2022
2002,Top 5 percent,401500,White,2022
2001,Lowest fifth,17470,White,2022
2001,Second fifth,42410,White,2022
2001,Middle fifth,70130,White,2022
2001,Fourth fifth,108800,White,2022
2001,Highest fifth,236600,White,2022
2001,Top 5 percent,423000,White,2022
2000,Lowest fifth,17740,White,2022
2000,Second fifth,43000,White,2022
2000,Middle fifth,70780,White,2022
2000,Fourth fifth,109000,White,2022
2000,Highest fifth,235600,White,2022
2000,Top 5 percent,420200,White,2022
1999,Lowest fifth,18140,White,2022
1999,Second fifth,42860,White,2022
1999,Middle fifth,70710,White,2022
1999,Fourth fifth,108700,White,2022
1999,Highest fifth,231000,White,2022
1999,Top 5 percent,404800,White,2022
1998,Lowest fifth,17410,White,2022
1998,Second fifth,42280,White,2022
1998,Middle fifth,69620,White,2022
1998,Fourth fifth,106000,White,2022
1998,Highest fifth,224600,White,2022
1998,Top 5 percent,395100,White,2022
1997,Lowest fifth,16730,White,2022
1997,Second fifth,40520,White,2022
1997,Middle fifth,67110,White,2022
1997,Fourth fifth,102900,White,2022
1997,Highest fifth,219100,White,2022
1997,Top 5 percent,387200,White,2022
1996,Lowest fifth,16720,White,2022
1996,Second fifth,39660,White,2022
1996,Middle fifth,65530,White,2022
1996,Fourth fifth,99950,White,2022
1996,Highest fifth,208500,White,2022
1996,Top 5 percent,362300,White,2022
1995,Lowest fifth,16650,White,2022
1995,Second fifth,39330,White,2022
1995,Middle fifth,64510,White,2022
1995,Fourth fifth,98020,White,2022
1995,Highest fifth,202800,White,2022
1995,Top 5 percent,348700,White,2022
1994,Lowest fifth,15850,White,2022
1994,Second fifth,38120,White,2022
1994,Middle fifth,62900,White,2022
1994,Fourth fifth,96550,White,2022
1994,Highest fifth,202200,White,2022
1994,Top 5 percent,351200,White,2022
1993,Lowest fifth,15620,White,2022
1993,Second fifth,38050,White,2022
1993,Middle fifth,62400,White,2022
1993,Fourth fifth,95240,White,2022
1993,Highest fifth,196900,White,2022
1993,Top 5 percent,338500,White,2022
1992,Lowest fifth,15830,White,2022
1992,Second fifth,38090,White,2022
1992,Middle fifth,62520,White,2022
1992,Fourth fifth,94510,White,2022
1992,Highest fifth,181300,White,2022
1992,Top 5 percent,287900,White,2022
1991,Lowest fifth,16150,White,2022
1991,Second fifth,38750,White,2022
1991,Middle fifth,62840,White,2022
1991,Fourth fifth,94460,White,2022
1991,Highest fifth,179400,White,2022
1991,Top 5 percent,279700,White,2022
1990,Lowest fifth,16540,White,2022
1990,Second fifth,39800,White,2022
1990,Middle fifth,64030,White,2022
1990,Fourth fifth,95420,White,2022
1990,Highest fifth,183800,White,2022
1990,Top 5 percent,293200,White,2022
1989,Lowest fifth,16860,White,2022
1989,Second fifth,40330,White,2022
1989,Middle fifth,65430,White,2022
1989,Fourth fifth,97500,White,2022
1989,Highest fifth,189500,White,2022
1989,Top 5 percent,306800,White,2022
1988,Lowest fifth,16350,White,2022
1988,Second fifth,39760,White,2022
1988,Middle fifth,64710,White,2022
1988,Fourth fifth,96010,White,2022
1988,Highest fifth,181900,White,2022
1988,Top 5 percent,287200,White,2022
1987,Lowest fifth,16090,White,2022
1987,Second fifth,39360,White,2022
1987,Middle fifth,64150,White,2022
1987,Fourth fifth,95180,White,2022
1987,Highest fifth,179200,White,2022
1987,Top 5 percent,282500,White,2022
1986,Lowest fifth,15550,White,2022
1986,Second fifth,38600,White,2022
1986,Middle fifth,63070,White,2022
1986,Fourth fifth,93490,White,2022
1986,Highest fifth,175400,White,2022
1986,Top 5 percent,275000,White,2022
1985,Lowest fifth,15160,White,2022
1985,Second fifth,37450,White,2022
1985,Middle fifth,60780,White,2022
1985,Fourth fifth,90060,White,2022
1985,Highest fifth,167200,White,2022
1985,Top 5 percent,258100,White,2022
1984,Lowest fifth,15250,White,2022
1984,Second fifth,36990,White,2022
1984,Middle fifth,59840,White,2022
1984,Fourth fifth,88590,White,2022
1984,Highest fifth,161600,White,2022
1984,Top 5 percent,243900,White,2022
1983,Lowest fifth,14880,White,2022
1983,Second fifth,36150,White,2022
1983,Middle fifth,58250,White,2022
1983,Fourth fifth,86030,White,2022
1983,Highest fifth,156800,White,2022
1983,Top 5 percent,236900,White,2022
1982,Lowest fifth,14520,White,2022
1982,Second fifth,35890,White,2022
1982,Middle fifth,57930,White,2022
1982,Fourth fifth,85010,White,2022
1982,Highest fifth,154700,White,2022
1982,Top 5 percent,233200,White,2022
1981,Lowest fifth,14840,White,2022
1981,Second fifth,35990,White,2022
1981,Middle fifth,58360,White,2022
1981,Fourth fifth,85440,White,2022
1981,Highest fifth,151600,White,2022
1981,Top 5 percent,225300,White,2022
1980,Lowest fifth,15180,White,2022
1980,Second fifth,36900,White,2022
1980,Middle fifth,59440,White,2022
1980,Fourth fifth,86140,White,2022
1980,Highest fifth,152400,White,2022
1980,Top 5 percent,227600,White,2022
1979,Lowest fifth,15580,White,2022
1979,Second fifth,37920,White,2022
1979,Middle fifth,61160,White,2022
1979,Fourth fifth,88280,White,2022
1979,Highest fifth,157600,White,2022
1979,Top 5 percent,240500,White,2022
1978,Lowest fifth,15550,White,2022
1978,Second fifth,37520,White,2022
1978,Middle fifth,60760,White,2022
1978,Fourth fifth,87610,White,2022
1978,Highest fifth,155600,White,2022
1978,Top 5 percent,237600,White,2022
1977,Lowest fifth,14930,White,2022
1977,Second fifth,36550,White,2022
1977,Middle fifth,59200,White,2022
1977,Fourth fifth,85310,White,2022
1977,Highest fifth,151100,White,2022
1977,Top 5 percent,231600,White,2022
1976,Lowest fifth,15060,White,2022
1976,Second fifth,36460,White,2022
1976,Middle fifth,58760,White,2022
1976,Fourth fifth,84030,White,2022
1976,Highest fifth,148000,White,2022
1976,Top 5 percent,226000,White,2022
1975,Lowest fifth,14660,White,2022
1975,Second fifth,35620,White,2022
1975,Middle fifth,57240,White,2022
1975,Fourth fifth,81990,White,2022
1975,Highest fifth,144100,White,2022
1975,Top 5 percent,219200,White,2022
1974,Lowest fifth,15200,White,2022
1974,Second fifth,37420,White,2022
1974,Middle fifth,58930,White,2022
1974,Fourth fifth,83970,White,2022
1974,Highest fifth,148000,White,2022
1974,Top 5 percent,225000,White,2022
1973,Lowest fifth,15180,White,2022
1973,Second fifth,37980,White,2022
1973,Middle fifth,60870,White,2022
1973,Fourth fifth,86380,White,2022
1973,Highest fifth,153600,White,2022
1973,Top 5 percent,236900,White,2022
1972,Lowest fifth,14550,White,2022
1972,Second fifth,37380,White,2022
1972,Middle fifth,59510,White,2022
1972,Fourth fifth,83990,White,2022
1972,Highest fifth,150200,White,2022
1972,Top 5 percent,232900,White,2022
1971,Lowest fifth,13740,White,2022
1971,Second fifth,36020,White,2022
1971,Middle fifth,57050,White,2022
1971,Fourth fifth,79940,White,2022
1971,Highest fifth,141000,White,2022
1971,Top 5 percent,216700,White,2022
1970,Lowest fifth,13650,White,2022
1970,Second fifth,36570,White,2022
1970,Middle fifth,57490,White,2022
1970,Fourth fifth,80040,White,2022
1970,Highest fifth,141000,White,2022
1970,Top 5 percent,217100,White,2022
1969,Lowest fifth,13930,White,2022
1969,Second fifth,37300,White,2022
1969,Middle fifth,58070,White,2022
1969,Fourth fifth,80180,White,2022
1969,Highest fifth,140300,White,2022
1969,Top 5 percent,216800,White,2022
1968,Lowest fifth,13540,White,2022
1968,Second fifth,36030,White,2022
1968,Middle fifth,55580,White,2022
1968,Fourth fifth,76500,White,2022
1968,Highest fifth,132300,White,2022
1968,Top 5 percent,203100,White,2022
1967,Lowest fifth,12430,White,2022
1967,Second fifth,34380,White,2022
1967,Middle fifth,53300,White,2022
1967,Fourth fifth,73590,White,2022
1967,Highest fifth,131600,White,2022
1967,Top 5 percent,207700,White,2022
2022,Lowest fifth,18320,White (Non-Hispanic),2022
2022,Second fifth,48180,White (Non-Hispanic),2022
2022,Middle fifth,81500,White (Non-Hispanic),2022
2022,Fourth fifth,128700,White (Non-Hispanic),2022
2022,Highest fifth,293300,White (Non-Hispanic),2022
2022,Top 5 percent,528400,White (Non-Hispanic),2022
2021,Lowest fifth,18620,White (Non-Hispanic),2022
2021,Second fifth,49460,White (Non-Hispanic),2022
2021,Middle fifth,84490,White (Non-Hispanic),2022
2021,Fourth fifth,134900,White (Non-Hispanic),2022
2021,Highest fifth,309700,White (Non-Hispanic),2022
2021,Top 5 percent,551600,White (Non-Hispanic),2022
2020,Lowest fifth,19230,White (Non-Hispanic),2022
2020,Second fifth,50190,White (Non-Hispanic),2022
2020,Middle fifth,85110,White (Non-Hispanic),2022
2020,Fourth fifth,135000,White (Non-Hispanic),2022
2020,Highest fifth,304300,White (Non-Hispanic),2022
2020,Top 5 percent,534100,White (Non-Hispanic),2022
2019,Lowest fifth,20290,White (Non-Hispanic),2022
2019,Second fifth,52010,White (Non-Hispanic),2022
2019,Middle fifth,86850,White (Non-Hispanic),2022
2019,Fourth fifth,137300,White (Non-Hispanic),2022
2019,Highest fifth,310900,White (Non-Hispanic),2022
2019,Top 5 percent,553100,White (Non-Hispanic),2022
2018,Lowest fifth,18980,White (Non-Hispanic),2022
2018,Second fifth,49080,White (Non-Hispanic),2022
2018,Middle fifth,81850,White (Non-Hispanic),2022
2018,Fourth fifth,127800,White (Non-Hispanic),2022
2018,Highest fifth,290100,White (Non-Hispanic),2022
2018,Top 5 percent,516000,White (Non-Hispanic),2022
2017,Lowest fifth,18980,White (Non-Hispanic),2022
2017,Second fifth,49080,White (Non-Hispanic),2022
2017,Middle fifth,81850,White (Non-Hispanic),2022
2017,Fourth fifth,127800,White (Non-Hispanic),2022
2017,Highest fifth,290100,White (Non-Hispanic),2022
2017,Top 5 percent,516000,White (Non-Hispanic),2022
2016,Lowest fifth,18200,White (Non-Hispanic),2022
2016,Second fifth,46450,White (Non-Hispanic),2022
2016,Middle fifth,78280,White (Non-Hispanic),2022
2016,Fourth fifth,123900,White (Non-Hispanic),2022
2016,Highest fifth,271600,White (Non-Hispanic),2022
2016,Top 5 percent,470600,White (Non-Hispanic),2022
2015,Lowest fifth,17930,White (Non-Hispanic),2022
2015,Second fifth,44770,White (Non-Hispanic),2022
2015,Middle fifth,76730,White (Non-Hispanic),2022
2015,Fourth fifth,121200,White (Non-Hispanic),2022
2015,Highest fifth,257400,White (Non-Hispanic),2022
2015,Top 5 percent,441000,White (Non-Hispanic),2022
2014,Lowest fifth,16480,White (Non-Hispanic),2022
2014,Second fifth,42510,White (Non-Hispanic),2022
2014,Middle fifth,72820,White (Non-Hispanic),2022
2014,Fourth fifth,115900,White (Non-Hispanic),2022
2014,Highest fifth,251000,White (Non-Hispanic),2022
2014,Top 5 percent,428500,White (Non-Hispanic),2022
2013,Lowest fifth,16815,White (Non-Hispanic),2022
2013,Second fifth,42895,White (Non-Hispanic),2022
2013,Middle fifth,72730,White (Non-Hispanic),2022
2013,Fourth fifth,113150,White (Non-Hispanic),2022
2013,Highest fifth,246900,White (Non-Hispanic),2022
2013,Top 5 percent,425150,White (Non-Hispanic),2022
2012,Lowest fifth,17040,White (Non-Hispanic),2022
2012,Second fifth,41900,White (Non-Hispanic),2022
2012,Middle fifth,70940,White (Non-Hispanic),2022
2012,Fourth fifth,111000,White (Non-Hispanic),2022
2012,Highest fifth,242400,White (Non-Hispanic),2022
2012,Top 5 percent,425800,White (Non-Hispanic),2022
2011,Lowest fifth,16980,White (Non-Hispanic),2022
2011,Second fifth,41920,White (Non-Hispanic),2022
2011,Middle fifth,70220,White (Non-Hispanic),2022
2011,Fourth fifth,110400,White (Non-Hispanic),2022
2011,Highest fifth,241800,White (Non-Hispanic),2022
2011,Top 5 percent,423200,White (Non-Hispanic),2022
2010,Lowest fifth,17010,White (Non-Hispanic),2022
2010,Second fifth,42170,White (Non-Hispanic),2022
2010,Middle fifth,71240,White (Non-Hispanic),2022
2010,Fourth fifth,111800,White (Non-Hispanic),2022
2010,Highest fifth,236200,White (Non-Hispanic),2022
